City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Aurangabad,Mahārāshtra,19.88,75.32,2022,February,0.2731,0.0087,-0.331,564,34.32
Dhanbad,Jhārkhand,23.7928,86.435,2022,February,0.3435,0.0731,-0.4131,245,26.59
Amritsar,Punjab,31.6269,74.877,2022,February,0.0839,-0.0179,-0.1444,234,21.17
Haora,West Bengal,22.58,88.3294,2022,February,0.1331,0.0831,-0.1261,12,27.49
Ranchi,Jhārkhand,23.3556,85.3347,2022,February,0.4555,-0.0103,-0.4442,643,26.77
Gwalior,Madhya Pradesh,26.2125,78.1775,2022,February,0.0814,0.1342,-0.1995,215,26.65
Jodhpur,Rājasthān,26.2944,73.0278,2022,February,0.1427,0.0472,-0.2261,251,29.0
Chandigarh,Chandīgarh,30.7364,76.7883,2022,February,0.387,-0.0659,-0.3823,349,21.65
Raipur,Chhattīsgarh,21.2379,81.6337,2022,February,0.1167,0.0465,-0.1587,309,30.93
Warangal,Telangāna,17.9756,79.6011,2022,February,0.0971,0.1221,-0.1885,269,31.46
Kota,Rājasthān,25.18,75.83,2022,February,0.1251,0.046,-0.2123,230,27.53
Bareilly,Uttar Pradesh,28.364,79.415,2022,February,0.0934,0.1186,-0.1619,180,24.18
Solapur,Mahārāshtra,17.6703,75.9011,2022,February,0.1443,0.0693,-0.209,474,35.56
Hubli,Karnātaka,15.3108,75.0925,2022,February,0.1914,0.0907,-0.2853,618,35.47
Mysore,Karnātaka,12.3086,76.6531,2022,February,0.0564,0.1745,-0.1073,747,33.08
Trichinopoly,Tamil Nādu,10.8269,78.6928,2022,February,0.2676,0.0414,-0.3122,74,32.4
Moradabad,Uttar Pradesh,28.8389,78.7769,2022,February,0.1181,0.0464,-0.1397,205,24.84
Tiruppur,Tamil Nādu,11.1075,77.3398,2022,February,0.2186,0.025,-0.1842,305,35.35
Jamnagar,Gujarāt,22.47,70.07,2022,February,0.1955,0.0649,-0.2213,21,31.73
Gurgaon,Haryāna,28.4667,77.0333,2022,February,0.1614,-0.0307,-0.273,224,24.14
Aligarh,Uttar Pradesh,27.88,78.08,2022,February,0.1941,-0.035,-0.2186,190,25.0
Jalandhar,Punjab,31.3256,75.5792,2022,February,0.1249,0.0081,-0.1517,242,22.18
Bhubaneshwar,Odisha,20.295,85.825,2022,February,0.1423,0.0008,-0.2074,47,31.36
Bhayandar,Mahārāshtra,19.3,72.85,2022,February,0.2501,0.1591,-0.2934,9,33.17
Narela,Delhi,28.85,77.1,2022,February,0.3203,0.0627,-0.3854,212,22.47
Shishgarh,Uttar Pradesh,28.72,79.32,2022,February,0.8465,-0.4905,-0.7536,181,21.22
Thiruvananthapuram,Kerala,8.4875,76.9525,2022,February,0.072,0.0653,-0.1118,15,36.17
Dispur,Assam,26.15,91.77,2022,February,0.1348,-0.0262,-0.0728,116,25.31
Durgapur,West Bengal,23.55,87.32,2022,February,0.2961,0.0372,-0.3483,90,26.53
Bhiwandi,Mahārāshtra,19.3,73.0667,2022,February,0.0294,-0.1571,-0.0619,25,37.43
Saharanpur,Uttar Pradesh,29.964,77.546,2022,February,0.0824,0.0438,-0.1569,280,22.8
Shiliguri,West Bengal,26.72,88.42,2022,February,0.2087,0.044,-0.2284,119,26.87
Avadi,Tamil Nādu,13.1147,80.1098,2022,February,0.191,0.0133,-0.1689,32,32.39
Salem,Tamil Nādu,11.65,78.1667,2022,February,0.0583,0.0916,-0.1899,285,35.86
Jui,Uttarākhand,29.67,78.9098,2022,February,0.748,-0.061,-0.7063,890,18.02
Amaldu,Uttarākhand,29.9333,78.5333,2022,February,0.4044,0.0861,-0.4537,1406,17.46
Kimsar,Jammu and Kashmīr,34.5,74.5333,2022,February,0.2701,-0.5873,-0.3082,3058,-2.88
Sinduri,Himāchal Pradesh,30.7167,77.15,2022,February,0.3538,0.0603,-0.4189,943,17.85
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2022,February,0.1225,0.0841,-0.1567,84,24.31
Guntur,Andhra Pradesh,16.3,80.45,2022,February,0.1959,0.0355,-0.2179,34,34.23
Karaikandi,Assam,24.8309,92.6143,2022,February,0.5852,-0.2057,-0.4961,20,24.87
Mumbai,Mahārāshtra,19.0758,72.8775,2022,March,0.0609,0.0812,-0.1327,5,39.79
Kolkata,West Bengal,22.5675,88.37,2022,March,0.0836,0.0501,-0.1675,6,36.02
Delhi,Delhi,28.66,77.23,2022,March,0.1262,0.0749,-0.2029,219,34.97
Chennai,Tamil Nādu,13.0825,80.275,2022,March,0.0565,0.2518,-0.1244,9,34.42
Bangalore,Karnātaka,12.9791,77.5913,2022,March,0.4292,-0.1247,-0.4359,924,32.87
Ahmedabad,Gujarāt,23.0219,72.5797,2022,March,0.2178,-0.0024,-0.2924,52,38.72
Pune,Mahārāshtra,18.5211,73.8553,2022,March,0.3533,-0.0199,-0.375,554,38.39
Hyderabad,Telangāna,17.3617,78.4747,2022,March,0.0998,0.1446,-0.1939,508,37.75
Surat,Gujarāt,21.205,72.84,2022,March,0.1438,0.0632,-0.2281,14,39.88
Prayagraj,Uttar Pradesh,25.45,81.85,2022,March,0.2571,0.0524,-0.3365,95,36.1
Kanpur,Gujarāt,24.285,72.6933,2022,March,0.4994,-0.0781,-0.5193,335,43.36
Kanpur,Uttar Pradesh,26.4725,80.3311,2022,March,0.108,0.0667,-0.1829,132,36.41
Belahi,Bihār,25.7167,86.4,2022,March,0.1855,0.0934,-0.2233,41,29.31
Vadodara,Gujarāt,22.3,73.2,2022,March,0.2601,0.0169,-0.3263,38,39.31
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2022,March,0.1218,0.1332,-0.1949,318,39.37
Lucknow,Uttar Pradesh,26.847,80.947,2022,March,0.0911,0.083,-0.1652,115,36.21
Kannankulam,Kerala,10.4799,76.1131,2022,March,0.4298,-0.0722,-0.4298,13,32.94
Mahuakheraganj,Uttarākhand,29.13,78.95,2022,March,0.3147,-0.0826,-0.3372,222,30.88
Nagla,Uttarākhand,29.01,79.51,2022,March,0.5749,-0.1789,-0.5407,227,30.7
Jaipur,Rājasthān,26.915,75.82,2022,March,0.5442,-0.1436,-0.5525,441,38.37
Kottarassheri,Kerala,10.6167,76.5333,2022,March,0.2111,0.1551,-0.4121,147,33.99
Attadappa,Kerala,11.85,75.4167,2022,March,0.3225,-0.2144,-0.2581,37,33.03
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2022,March,0.658,-0.1363,-0.668,337,38.11
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2022,March,0.2261,0.1103,-0.3317,305,38.18
Nagpur,Mahārāshtra,21.1497,79.0806,2022,March,0.3391,-0.0562,-0.3691,318,38.64
Guwahati,Assam,26.1806,91.7502,2022,March,0.0609,0.1306,-0.1051,57,31.18
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2022,March,0.2145,0.0001,-0.2435,211,35.61
Coimbatore,Tamil Nādu,11.0008,76.9633,2022,March,0.2248,0.0126,-0.2325,417,34.69
Patna,Bihār,25.61,85.1414,2022,March,0.1135,0.1706,-0.1958,63,33.66
Rajkot,Gujarāt,22.2969,70.7984,2022,March,0.0827,0.2593,-0.1636,134,39.69
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2022,March,0.1135,0.0963,-0.1379,12,33.17
Indore,Madhya Pradesh,22.7186,75.855,2022,March,0.0979,0.1676,-0.1812,553,39.88
Abhepur,Punjab,30.6667,76.8333,2022,March,0.1555,0.0387,-0.2325,311,33.87
Gumanwala,Uttarākhand,29.9333,77.9,2022,March,0.3692,-0.0196,-0.4164,277,30.73
Thane,Mahārāshtra,19.18,72.9633,2022,March,0.7183,-0.2332,-0.7417,14,38.0
Bhopal,Madhya Pradesh,23.25,77.4167,2022,March,0.0949,0.1055,-0.1584,512,36.57
Agra,Uttar Pradesh,27.18,78.02,2022,March,0.2608,0.0957,-0.3809,184,36.81
Peyanvilai,Tamil Nādu,8.5674,78.1046,2022,March,0.3108,0.011,-0.3692,8,33.15
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2022,March,0.7516,-0.3013,-0.7151,584,38.96
Harbatpur,Uttarākhand,30.45,77.73,2022,March,0.2735,0.0902,-0.3358,445,30.37
Saundhonwali,Uttarākhand,30.3331,77.9608,2022,March,0.0728,0.0969,-0.1415,612,31.11
Ludhiana,Punjab,30.9083,75.8486,2022,March,0.3001,-0.0525,-0.3483,243,34.67
Meerut,Uttar Pradesh,28.98,77.7064,2022,March,0.1106,0.108,-0.1915,228,35.16
Madurai,Tamil Nādu,9.9197,78.1194,2022,March,0.1362,0.2269,-0.2923,141,39.67
Nasik,Mahārāshtra,20.0,73.7833,2022,March,0.1283,0.1024,-0.2168,588,39.53
Faridabad,Haryāna,28.4167,77.3,2022,March,0.2681,0.0535,-0.3267,208,35.27
Madarpur,Bihār,26.227,84.6746,2022,March,0.1597,0.0759,-0.242,69,31.11
Najafgarh,Delhi,28.6125,76.9847,2022,March,0.083,0.0835,-0.1646,220,35.57
Jabalpur,Madhya Pradesh,23.1667,79.9333,2022,March,0.1278,0.1055,-0.2127,399,38.67
Madanpur,Uttarākhand,29.326,79.1537,2022,March,0.7355,-0.3091,-0.6786,315,30.71
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2022,March,0.4452,0.066,-0.4819,383,32.06
Kalyan,Mahārāshtra,19.25,73.15,2022,March,0.1684,0.0972,-0.2385,10,38.95
Asansol,West Bengal,23.6833,86.9667,2022,March,0.1545,0.159,-0.2208,125,35.56
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2022,March,0.3224,-0.0084,-0.3632,27,32.82
Vasai-Virar,Mahārāshtra,19.47,72.8,2022,March,0.1555,0.2725,-0.3178,0,39.02
Varanasi,Uttar Pradesh,25.3189,83.0128,2022,March,0.1807,0.0298,-0.3075,78,34.95
Kalleli,Kerala,9.2,76.8833,2022,March,0.7639,-0.3099,-0.6811,133,31.02
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2022,March,0.1369,0.1654,-0.1619,1595,26.26
Aurangabad,Mahārāshtra,19.88,75.32,2022,March,0.2314,0.0384,-0.2937,564,42.76
Dhanbad,Jhārkhand,23.7928,86.435,2022,March,0.3383,0.0538,-0.4063,245,35.41
Amritsar,Punjab,31.6269,74.877,2022,March,0.0805,0.0219,-0.1373,234,33.86
Haora,West Bengal,22.58,88.3294,2022,March,0.1718,0.1274,-0.2351,12,33.78
Ranchi,Jhārkhand,23.3556,85.3347,2022,March,0.5027,-0.05,-0.5107,643,35.79
Gwalior,Madhya Pradesh,26.2125,78.1775,2022,March,0.0692,0.1121,-0.173,215,37.96
Jodhpur,Rājasthān,26.2944,73.0278,2022,March,0.1286,0.0577,-0.2118,251,39.88
Chandigarh,Chandīgarh,30.7364,76.7883,2022,March,0.4154,-0.0293,-0.4404,349,33.14
Raipur,Chhattīsgarh,21.2379,81.6337,2022,March,0.102,0.0811,-0.1747,309,37.27
Warangal,Telangāna,17.9756,79.6011,2022,March,0.0993,0.1212,-0.1959,269,35.09
Kota,Rājasthān,25.18,75.83,2022,March,0.1341,0.0145,-0.2187,230,37.13
Bareilly,Uttar Pradesh,28.364,79.415,2022,March,0.1055,0.1159,-0.1999,180,32.94
Solapur,Mahārāshtra,17.6703,75.9011,2022,March,0.1611,0.1155,-0.223,474,40.75
Hubli,Karnātaka,15.3108,75.0925,2022,March,0.1955,0.0879,-0.299,618,37.22
Mysore,Karnātaka,12.3086,76.6531,2022,March,0.0535,0.1692,-0.1136,747,34.31
Trichinopoly,Tamil Nādu,10.8269,78.6928,2022,March,0.2761,0.0638,-0.3096,74,35.93
Moradabad,Uttar Pradesh,28.8389,78.7769,2022,March,0.1445,0.0778,-0.2105,205,33.99
