City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,January,-0.0098,-0.0773,0.0272,211,19.37
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,January,0.2781,0.0293,-0.269,417,31.33
Patna,Bihār,25.61,85.1414,2023,January,0.0258,0.0829,-0.0382,63,21.25
Rajkot,Gujarāt,22.2969,70.7984,2023,January,0.1042,0.1963,-0.1539,134,25.99
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,January,0.0799,-0.001,-0.0555,12,29.25
Indore,Madhya Pradesh,22.7186,75.855,2023,January,0.0745,0.061,-0.179,553,24.99
Abhepur,Punjab,30.6667,76.8333,2023,January,0.0322,-0.156,0.0017,311,18.17
Gumanwala,Uttarākhand,29.9333,77.9,2023,January,0.0501,-0.0792,-0.0232,277,18.12
Thane,Mahārāshtra,19.18,72.9633,2023,January,0.5565,-0.1247,-0.5458,14,29.94
Bhopal,Madhya Pradesh,23.25,77.4167,2023,January,0.1116,0.1446,-0.1332,512,22.21
Agra,Uttar Pradesh,27.18,78.02,2023,January,0.2556,0.0716,-0.2906,184,16.7
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,January,0.24,0.0199,-0.2823,8,28.22
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,January,0.513,-0.1476,-0.5063,584,29.73
Harbatpur,Uttarākhand,30.45,77.73,2023,January,0.1348,-0.1168,-0.0902,445,17.2
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,January,0.055,0.08,-0.1329,612,17.51
Ludhiana,Punjab,30.9083,75.8486,2023,January,0.213,-0.0898,-0.2266,243,16.93
Meerut,Uttar Pradesh,28.98,77.7064,2023,January,-0.0364,-0.0655,0.0759,228,19.06
Madurai,Tamil Nādu,9.9197,78.1194,2023,January,0.1499,0.2962,-0.3093,141,32.02
Nasik,Mahārāshtra,20.0,73.7833,2023,January,0.1242,0.0895,-0.1998,588,28.12
Faridabad,Haryāna,28.4167,77.3,2023,January,0.1703,0.0624,-0.2082,208,19.07
Madarpur,Bihār,26.227,84.6746,2023,January,0.1121,0.011,-0.1606,69,20.16
Najafgarh,Delhi,28.6125,76.9847,2023,January,0.0209,-0.051,-0.0377,220,17.86
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,January,0.1023,0.0644,-0.1721,399,24.59
Madanpur,Uttarākhand,29.326,79.1537,2023,January,0.4341,-0.236,-0.3598,315,19.06
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,January,0.3265,-0.0393,-0.3118,383,19.64
Kalyan,Mahārāshtra,19.25,73.15,2023,January,0.186,0.1129,-0.2453,10,30.26
Asansol,West Bengal,23.6833,86.9667,2023,January,0.1715,0.0903,-0.2125,125,23.74
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,January,0.3274,-0.0849,-0.2971,27,28.69
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,January,0.0879,0.2745,-0.1718,0,30.88
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,January,0.1324,-0.0439,-0.1887,78,19.52
Kalleli,Kerala,9.2,76.8833,2023,January,0.6313,-0.0448,-0.6017,133,28.97
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,January,-0.023,0.0742,0.0274,1595,5.32
Aurangabad,Mahārāshtra,19.88,75.32,2023,January,0.3848,-0.0722,-0.4271,564,29.64
Dhanbad,Jhārkhand,23.7928,86.435,2023,January,0.3466,0.0562,-0.3966,245,24.82
Amritsar,Punjab,31.6269,74.877,2023,January,0.0767,-0.0473,-0.1294,234,16.78
Haora,West Bengal,22.58,88.3294,2023,January,0.0834,0.0338,-0.1344,12,24.14
Ranchi,Jhārkhand,23.3556,85.3347,2023,January,0.3073,0.0054,-0.3512,643,25.36
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,January,0.0786,0.0944,-0.1487,215,19.79
Jodhpur,Rājasthān,26.2944,73.0278,2023,January,0.1637,0.0601,-0.2563,251,21.05
Chandigarh,Chandīgarh,30.7364,76.7883,2023,January,0.0219,-0.1965,-0.0164,349,17.1
Raipur,Chhattīsgarh,21.2379,81.6337,2023,January,0.0627,0.06,-0.1207,309,27.4
Warangal,Telangāna,17.9756,79.6011,2023,January,0.0983,0.1045,-0.1601,269,29.06
Kota,Rājasthān,25.18,75.83,2023,January,0.0274,-0.0329,-0.0347,230,21.44
Bareilly,Uttar Pradesh,28.364,79.415,2023,January,0.0616,0.076,-0.099,180,20.7
Solapur,Mahārāshtra,17.6703,75.9011,2023,January,0.1645,0.0902,-0.2247,474,31.1
Hubli,Karnātaka,15.3108,75.0925,2023,January,0.2391,0.0707,-0.2964,618,30.96
Mysore,Karnātaka,12.3086,76.6531,2023,January,0.0768,0.1096,-0.1095,747,29.32
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,January,0.383,-0.0104,-0.4083,74,29.86
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,January,-0.1373,0.0882,0.1541,205,19.49
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,January,0.2268,0.0135,-0.2246,305,31.75
Jamnagar,Gujarāt,22.47,70.07,2023,January,0.2629,0.1006,-0.3037,21,25.65
Gurgaon,Haryāna,28.4667,77.0333,2023,January,0.0038,-0.0897,-0.0102,224,18.43
Aligarh,Uttar Pradesh,27.88,78.08,2023,January,0.1487,-0.0139,-0.1889,190,18.7
Jalandhar,Punjab,31.3256,75.5792,2023,January,0.0369,0.0013,-0.051,242,16.84
Bhubaneshwar,Odisha,20.295,85.825,2023,January,0.0954,-0.0607,-0.1331,47,29.13
Bhayandar,Mahārāshtra,19.3,72.85,2023,January,0.2135,0.107,-0.2764,9,30.54
Narela,Delhi,28.85,77.1,2023,January,-0.0042,0.0491,0.0008,212,17.26
Shishgarh,Uttar Pradesh,28.72,79.32,2023,January,0.623,-0.3854,-0.5172,181,18.68
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,January,0.0837,0.0722,-0.1336,15,33.74
Dispur,Assam,26.15,91.77,2023,January,0.3496,0.0176,-0.3278,116,23.61
Durgapur,West Bengal,23.55,87.32,2023,January,0.0929,-0.0053,-0.0924,90,24.07
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,January,0.0776,-0.077,-0.1488,25,33.22
Saharanpur,Uttar Pradesh,29.964,77.546,2023,January,-0.0544,-0.0934,0.083,280,20.15
Shiliguri,West Bengal,26.72,88.42,2023,January,0.1466,0.0833,-0.1677,119,23.63
Avadi,Tamil Nādu,13.1147,80.1098,2023,January,0.3298,-0.0191,-0.332,32,29.74
Salem,Tamil Nādu,11.65,78.1667,2023,January,0.0861,0.0964,-0.1876,285,31.54
Jui,Uttarākhand,29.67,78.9098,2023,January,0.7556,-0.1655,-0.6728,890,16.43
Amaldu,Uttarākhand,29.9333,78.5333,2023,January,0.3782,0.1041,-0.4889,1406,15.34
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,January,0.1346,-0.7235,-0.1169,3058,-6.38
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,January,0.4393,0.0365,-0.4872,943,16.82
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,January,0.0413,-0.0103,-0.0277,84,20.62
Guntur,Andhra Pradesh,16.3,80.45,2023,January,0.1144,0.0396,-0.1065,34,31.39
Karaikandi,Assam,24.8309,92.6143,2023,January,0.3241,-0.1159,-0.2952,20,23.68
Mumbai,Mahārāshtra,19.0758,72.8775,2023,February,0.0657,0.0232,-0.1455,5,38.0
Kolkata,West Bengal,22.5675,88.37,2023,February,0.0688,0.0056,-0.1317,6,31.96
Delhi,Delhi,28.66,77.23,2023,February,0.1965,0.084,-0.2572,219,25.74
Chennai,Tamil Nādu,13.0825,80.275,2023,February,0.0281,0.2509,-0.0679,9,34.29
Bangalore,Karnātaka,12.9791,77.5913,2023,February,0.2632,-0.0091,-0.3131,924,31.52
Ahmedabad,Gujarāt,23.0219,72.5797,2023,February,0.2352,-0.0169,-0.2871,52,32.32
Pune,Mahārāshtra,18.5211,73.8553,2023,February,0.2516,0.0048,-0.2965,554,33.88
Hyderabad,Telangāna,17.3617,78.4747,2023,February,0.1237,0.1403,-0.2144,508,34.27
Surat,Gujarāt,21.205,72.84,2023,February,0.135,0.05,-0.1957,14,35.04
Prayagraj,Uttar Pradesh,25.45,81.85,2023,February,0.295,0.038,-0.3175,95,27.77
Kanpur,Gujarāt,24.285,72.6933,2023,February,0.5527,-0.1415,-0.5555,335,31.47
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,February,0.1141,0.0824,-0.1577,132,27.25
Belahi,Bihār,25.7167,86.4,2023,February,0.2862,-0.0016,-0.2854,41,23.58
Vadodara,Gujarāt,22.3,73.2,2023,February,0.229,0.0099,-0.2596,38,33.44
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,February,0.1237,0.0964,-0.1849,318,37.16
Lucknow,Uttar Pradesh,26.847,80.947,2023,February,0.1137,0.0539,-0.1554,115,27.61
Kannankulam,Kerala,10.4799,76.1131,2023,February,0.3743,-0.114,-0.372,13,31.99
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,February,0.3544,-0.1678,-0.3529,222,22.91
Nagla,Uttarākhand,29.01,79.51,2023,February,0.5727,-0.1988,-0.5591,227,23.27
Jaipur,Rājasthān,26.915,75.82,2023,February,0.6725,-0.2442,-0.6265,441,28.41
Kottarassheri,Kerala,10.6167,76.5333,2023,February,0.2604,0.2544,-0.3869,147,29.89
Attadappa,Kerala,11.85,75.4167,2023,February,0.681,-0.2482,-0.6087,37,33.05
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,February,0.6514,-0.1134,-0.6495,337,28.79
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,February,0.2493,0.0546,-0.3388,305,31.01
Nagpur,Mahārāshtra,21.1497,79.0806,2023,February,0.3063,-0.109,-0.3678,318,32.13
Guwahati,Assam,26.1806,91.7502,2023,February,0.0159,0.0788,-0.0308,57,24.56
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,February,0.2147,-0.0054,-0.2298,211,25.84
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,February,0.3236,0.0008,-0.3309,417,34.52
Patna,Bihār,25.61,85.1414,2023,February,0.1062,0.1559,-0.1582,63,27.46
Rajkot,Gujarāt,22.2969,70.7984,2023,February,0.1115,0.2559,-0.1938,134,33.75
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,February,0.1268,0.1349,-0.173,12,31.89
Indore,Madhya Pradesh,22.7186,75.855,2023,February,0.0745,0.0939,-0.2079,553,32.29
Abhepur,Punjab,30.6667,76.8333,2023,February,0.2212,0.0135,-0.2775,311,25.13
Gumanwala,Uttarākhand,29.9333,77.9,2023,February,0.4559,-0.0223,-0.5013,277,22.7
Thane,Mahārāshtra,19.18,72.9633,2023,February,0.5381,-0.0836,-0.5536,14,35.71
Bhopal,Madhya Pradesh,23.25,77.4167,2023,February,0.0995,0.118,-0.1709,512,28.71
Agra,Uttar Pradesh,27.18,78.02,2023,February,0.3658,0.0688,-0.4696,184,26.09
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,February,0.1768,0.0837,-0.2617,8,30.53
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,February,0.3905,-0.029,-0.4495,584,35.01
Harbatpur,Uttarākhand,30.45,77.73,2023,February,0.1617,0.1158,-0.2709,445,22.24
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,February,0.077,0.0345,-0.1293,612,23.22
Ludhiana,Punjab,30.9083,75.8486,2023,February,0.2386,-0.0197,-0.2623,243,24.28
Meerut,Uttar Pradesh,28.98,77.7064,2023,February,0.096,0.0959,-0.1625,228,25.7
Madurai,Tamil Nādu,9.9197,78.1194,2023,February,0.1417,0.2679,-0.3253,141,34.34
Nasik,Mahārāshtra,20.0,73.7833,2023,February,0.1322,0.0671,-0.2052,588,33.63
Faridabad,Haryāna,28.4167,77.3,2023,February,0.2694,0.061,-0.3177,208,26.14
Madarpur,Bihār,26.227,84.6746,2023,February,0.0764,0.1156,-0.1453,69,24.65
Najafgarh,Delhi,28.6125,76.9847,2023,February,0.0788,0.0438,-0.138,220,25.19
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,February,0.1249,0.0906,-0.2226,399,30.52
Madanpur,Uttarākhand,29.326,79.1537,2023,February,0.8127,-0.4641,-0.7129,315,23.33
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,February,0.423,0.0605,-0.4293,383,24.22
Kalyan,Mahārāshtra,19.25,73.15,2023,February,0.1877,0.0941,-0.2579,10,35.78
Asansol,West Bengal,23.6833,86.9667,2023,February,0.0865,0.1525,-0.1634,125,29.86
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,February,0.3704,-0.0266,-0.3709,27,31.49
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,February,0.1341,0.2659,-0.237,0,36.6
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,February,0.177,0.0115,-0.2767,78,27.07
Kalleli,Kerala,9.2,76.8833,2023,February,0.6919,-0.1146,-0.6423,133,30.31
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,February,-0.0084,-0.0807,0.0261,1595,14.15
Aurangabad,Mahārāshtra,19.88,75.32,2023,February,0.3752,-0.0549,-0.4179,564,35.06
Dhanbad,Jhārkhand,23.7928,86.435,2023,February,0.2719,0.0985,-0.3684,245,30.14
Amritsar,Punjab,31.6269,74.877,2023,February,0.1217,-0.0068,-0.1827,234,24.53
Haora,West Bengal,22.58,88.3294,2023,February,0.1156,0.138,-0.175,12,29.51
Ranchi,Jhārkhand,23.3556,85.3347,2023,February,0.3597,-0.0102,-0.3923,643,29.51
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,February,0.0994,0.1319,-0.216,215,28.71
Jodhpur,Rājasthān,26.2944,73.0278,2023,February,0.1892,0.0451,-0.2399,251,30.03
Chandigarh,Chandīgarh,30.7364,76.7883,2023,February,0.4053,-0.0381,-0.4176,349,23.36
Raipur,Chhattīsgarh,21.2379,81.6337,2023,February,0.0771,0.0624,-0.161,309,32.32
Warangal,Telangāna,17.9756,79.6011,2023,February,0.0907,0.1265,-0.1722,269,32.88
Kota,Rājasthān,25.18,75.83,2023,February,0.1313,-0.0187,-0.2281,230,28.95
Bareilly,Uttar Pradesh,28.364,79.415,2023,February,0.0688,0.1185,-0.114,180,24.89
Solapur,Mahārāshtra,17.6703,75.9011,2023,February,0.1687,0.0954,-0.2255,474,35.89
Hubli,Karnātaka,15.3108,75.0925,2023,February,0.1964,0.081,-0.2876,618,34.98
Mysore,Karnātaka,12.3086,76.6531,2023,February,0.0667,0.1528,-0.1244,747,33.52
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,February,0.3088,0.038,-0.3541,74,33.12
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,February,0.1401,0.0725,-0.1666,205,24.48
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,February,0.2664,0.0625,-0.2886,305,36.5
Jamnagar,Gujarāt,22.47,70.07,2023,February,0.2204,0.1038,-0.2688,21,32.48
Gurgaon,Haryāna,28.4667,77.0333,2023,February,0.1944,-0.0538,-0.2632,224,25.19
Aligarh,Uttar Pradesh,27.88,78.08,2023,February,0.2274,-0.0209,-0.271,190,26.42
Jalandhar,Punjab,31.3256,75.5792,2023,February,0.1204,0.0406,-0.1836,242,23.78
Bhubaneshwar,Odisha,20.295,85.825,2023,February,0.1334,-0.0194,-0.1973,47,32.59
Bhayandar,Mahārāshtra,19.3,72.85,2023,February,0.153,0.1217,-0.2013,9,35.29
Narela,Delhi,28.85,77.1,2023,February,0.3489,0.0454,-0.4662,212,24.14
Shishgarh,Uttar Pradesh,28.72,79.32,2023,February,0.6363,-0.3864,-0.5585,181,23.11
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,February,0.0609,0.092,-0.1298,15,34.74
Dispur,Assam,26.15,91.77,2023,February,0.1185,0.0377,-0.1006,116,26.0
Durgapur,West Bengal,23.55,87.32,2023,February,0.2084,0.07,-0.2964,90,29.97
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,February,0.0639,-0.0875,-0.1655,25,39.63
Saharanpur,Uttar Pradesh,29.964,77.546,2023,February,0.0843,0.0432,-0.1846,280,25.33
Shiliguri,West Bengal,26.72,88.42,2023,February,0.1385,0.0888,-0.1786,119,28.2
Avadi,Tamil Nādu,13.1147,80.1098,2023,February,0.1898,0.0451,-0.1444,32,33.09
Salem,Tamil Nādu,11.65,78.1667,2023,February,0.0986,0.1297,-0.2266,285,34.12
Jui,Uttarākhand,29.67,78.9098,2023,February,0.7841,-0.0612,-0.7497,890,20.95
Amaldu,Uttarākhand,29.9333,78.5333,2023,February,0.2962,0.154,-0.402,1406,20.72
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,February,0.0093,-0.2718,-0.0039,3058,-3.45
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,February,0.3832,0.0662,-0.4407,943,22.16
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,February,0.1288,0.0835,-0.1832,84,26.32
Guntur,Andhra Pradesh,16.3,80.45,2023,February,0.1719,0.0603,-0.2289,34,34.37
Karaikandi,Assam,24.8309,92.6143,2023,February,0.3587,-0.0549,-0.3253,20,26.15
Mumbai,Mahārāshtra,19.0758,72.8775,2023,March,0.0815,0.015,-0.1408,5,37.83
Kolkata,West Bengal,22.5675,88.37,2023,March,-0.1033,0.1447,0.0295,6,34.12
Delhi,Delhi,28.66,77.23,2023,March,0.1374,0.1332,-0.199,219,31.53
Chennai,Tamil Nādu,13.0825,80.275,2023,March,0.0711,0.2587,-0.1001,9,33.99
Bangalore,Karnātaka,12.9791,77.5913,2023,March,0.2814,0.0148,-0.3316,924,32.49
Ahmedabad,Gujarāt,23.0219,72.5797,2023,March,0.2825,-0.037,-0.3332,52,34.53
Pune,Mahārāshtra,18.5211,73.8553,2023,March,0.3192,-0.0522,-0.3399,554,35.06
Hyderabad,Telangāna,17.3617,78.4747,2023,March,0.0866,0.126,-0.1744,508,36.5
Surat,Gujarāt,21.205,72.84,2023,March,0.1249,0.0729,-0.1873,14,36.13
Prayagraj,Uttar Pradesh,25.45,81.85,2023,March,0.2522,0.0667,-0.2978,95,34.17
Kanpur,Gujarāt,24.285,72.6933,2023,March,0.4824,-0.0864,-0.5055,335,35.77
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,March,0.0879,0.0566,-0.1549,132,32.93
Belahi,Bihār,25.7167,86.4,2023,March,0.5627,-0.1801,-0.5255,41,28.86
Vadodara,Gujarāt,22.3,73.2,2023,March,0.2917,-0.0222,-0.31,38,35.56
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,March,0.0956,0.1224,-0.1802,318,38.9
Lucknow,Uttar Pradesh,26.847,80.947,2023,March,0.0957,0.0863,-0.132,115,33.3
Kannankulam,Kerala,10.4799,76.1131,2023,March,0.3789,-0.1189,-0.3769,13,33.15
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,March,0.2628,-0.0555,-0.2882,222,28.33
Nagla,Uttarākhand,29.01,79.51,2023,March,0.6725,-0.196,-0.6301,227,27.65
Jaipur,Rājasthān,26.915,75.82,2023,March,0.4906,-0.1667,-0.4792,441,31.53
Kottarassheri,Kerala,10.6167,76.5333,2023,March,0.2523,0.2712,-0.3767,147,32.37
Attadappa,Kerala,11.85,75.4167,2023,March,0.659,-0.2049,-0.6099,37,35.05
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,March,0.5768,-0.0792,-0.5813,337,35.06
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,March,0.2222,0.0925,-0.3346,305,35.53
Nagpur,Mahārāshtra,21.1497,79.0806,2023,March,0.3514,-0.0779,-0.3957,318,35.03
Guwahati,Assam,26.1806,91.7502,2023,March,0.0561,0.1434,-0.0875,57,28.86
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,March,0.2023,0.0261,-0.2458,211,31.63
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,March,0.1282,0.0114,-0.112,417,36.84
Patna,Bihār,25.61,85.1414,2023,March,0.134,0.1858,-0.2381,63,34.03
Rajkot,Gujarāt,22.2969,70.7984,2023,March,0.0768,0.2003,-0.1051,134,35.95
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,March,0.1992,0.0022,-0.2288,12,32.61
Indore,Madhya Pradesh,22.7186,75.855,2023,March,0.0574,0.1301,-0.1806,553,36.17
Abhepur,Punjab,30.6667,76.8333,2023,March,0.1657,0.0387,-0.2508,311,29.59
Gumanwala,Uttarākhand,29.9333,77.9,2023,March,0.3872,0.0491,-0.4197,277,26.69
Thane,Mahārāshtra,19.18,72.9633,2023,March,0.646,-0.2042,-0.6007,14,34.9
Bhopal,Madhya Pradesh,23.25,77.4167,2023,March,0.093,0.1057,-0.1556,512,32.45
Agra,Uttar Pradesh,27.18,78.02,2023,March,0.2755,0.0933,-0.3765,184,31.92
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,March,0.1113,0.1097,-0.2139,8,34.42
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,March,0.7135,-0.3327,-0.6737,584,36.17
Harbatpur,Uttarākhand,30.45,77.73,2023,March,0.199,0.1206,-0.2924,445,27.56
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,March,0.0545,0.1005,-0.1257,612,28.38
Ludhiana,Punjab,30.9083,75.8486,2023,March,0.2862,-0.0448,-0.3233,243,29.1
Meerut,Uttar Pradesh,28.98,77.7064,2023,March,0.1057,0.09,-0.1637,228,31.75
Madurai,Tamil Nādu,9.9197,78.1194,2023,March,0.1279,0.3035,-0.2937,141,38.26
Nasik,Mahārāshtra,20.0,73.7833,2023,March,0.0853,0.1005,-0.1591,588,34.23
Faridabad,Haryāna,28.4167,77.3,2023,March,0.3049,0.0525,-0.3342,208,31.03
Madarpur,Bihār,26.227,84.6746,2023,March,0.0995,0.1058,-0.1694,69,32.41
Najafgarh,Delhi,28.6125,76.9847,2023,March,0.0611,0.0617,-0.1383,220,31.34
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,March,0.1007,0.0971,-0.213,399,35.36
Madanpur,Uttarākhand,29.326,79.1537,2023,March,0.759,-0.385,-0.6947,315,27.7
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,March,0.4382,0.0302,-0.4496,383,29.56
Kalyan,Mahārāshtra,19.25,73.15,2023,March,0.2246,0.1146,-0.2974,10,36.53
Asansol,West Bengal,23.6833,86.9667,2023,March,0.1148,0.1647,-0.2041,125,34.8
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,March,0.2975,0.009,-0.3131,27,32.26
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,March,0.1192,0.2656,-0.1728,0,37.06
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,March,0.1776,0.0396,-0.2605,78,33.75
Kalleli,Kerala,9.2,76.8833,2023,March,0.799,-0.2519,-0.6821,133,31.27
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,March,0.1104,0.1277,-0.142,1595,23.28
Aurangabad,Mahārāshtra,19.88,75.32,2023,March,0.3279,-0.0238,-0.3678,564,36.43
Dhanbad,Jhārkhand,23.7928,86.435,2023,March,0.4414,-0.0034,-0.4978,245,34.4
Amritsar,Punjab,31.6269,74.877,2023,March,0.0805,0.0225,-0.1379,234,28.94
Haora,West Bengal,22.58,88.3294,2023,March,0.1414,0.0113,-0.1908,12,32.87
Ranchi,Jhārkhand,23.3556,85.3347,2023,March,0.4315,-0.0732,-0.453,643,33.5
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,March,0.081,0.1035,-0.1565,215,32.04
Jodhpur,Rājasthān,26.2944,73.0278,2023,March,0.187,0.0658,-0.2498,251,34.13
Chandigarh,Chandīgarh,30.7364,76.7883,2023,March,0.409,-0.0128,-0.4154,349,27.87
Raipur,Chhattīsgarh,21.2379,81.6337,2023,March,0.0788,0.1078,-0.1418,309,34.79
Warangal,Telangāna,17.9756,79.6011,2023,March,0.1017,0.0986,-0.1672,269,33.14
Kota,Rājasthān,25.18,75.83,2023,March,0.1308,-0.0326,-0.1628,230,32.01
Bareilly,Uttar Pradesh,28.364,79.415,2023,March,0.1013,0.1372,-0.1536,180,31.81
Solapur,Mahārāshtra,17.6703,75.9011,2023,March,0.2549,0.1,-0.314,474,38.87
Hubli,Karnātaka,15.3108,75.0925,2023,March,0.1897,0.0945,-0.2815,618,38.6
Mysore,Karnātaka,12.3086,76.6531,2023,March,0.0843,0.1242,-0.1201,747,35.67
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,March,0.3088,0.0308,-0.3635,74,35.74
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,March,0.196,0.0794,-0.2436,205,31.57
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,March,0.3902,0.0208,-0.4076,305,37.87
