City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2024,January,-0.0161,0.0239,0.0304,1595,7.18
Aurangabad,Mahārāshtra,19.88,75.32,2024,January,0.3591,-0.0743,-0.3798,564,27.99
Dhanbad,Jhārkhand,23.7928,86.435,2024,January,0.3257,0.0299,-0.3238,245,21.12
Amritsar,Punjab,31.6269,74.877,2024,January,0.0762,-0.0358,-0.1306,234,15.81
Haora,West Bengal,22.58,88.3294,2024,January,0.0717,0.0779,-0.0954,12,21.48
Ranchi,Jhārkhand,23.3556,85.3347,2024,January,0.3398,0.015,-0.3495,643,22.01
Gwalior,Madhya Pradesh,26.2125,78.1775,2024,January,0.0878,0.0929,-0.2054,215,18.43
Jodhpur,Rājasthān,26.2944,73.0278,2024,January,0.177,0.0444,-0.2305,251,21.56
Chandigarh,Chandīgarh,30.7364,76.7883,2024,January,0.0115,-0.0892,0.004,349,15.72
Raipur,Chhattīsgarh,21.2379,81.6337,2024,January,0.096,-0.0003,-0.1057,309,26.26
Warangal,Telangāna,17.9756,79.6011,2024,January,0.0564,0.0902,-0.1189,269,28.11
Kota,Rājasthān,25.18,75.83,2024,January,0.0905,0.0056,-0.1198,230,20.86
Solapur,Mahārāshtra,17.6703,75.9011,2024,January,0.2438,0.0033,-0.2852,474,29.71
Hubli,Karnātaka,15.3108,75.0925,2024,January,0.2108,0.086,-0.2813,618,30.8
Mysore,Karnātaka,12.3086,76.6531,2024,January,0.0495,0.0924,-0.0909,747,29.64
Trichinopoly,Tamil Nādu,10.8269,78.6928,2024,January,0.2358,-0.0592,-0.2673,74,29.03
Tiruppur,Tamil Nādu,11.1075,77.3398,2024,January,0.1628,-0.0003,-0.1465,305,31.92
Jamnagar,Gujarāt,22.47,70.07,2024,January,0.2594,0.0577,-0.2797,21,26.27
Gurgaon,Haryāna,28.4667,77.0333,2024,January,0.1178,-0.0891,-0.1462,224,16.4
Aligarh,Uttar Pradesh,27.88,78.08,2024,January,0.1712,0.023,-0.2123,190,17.11
Jalandhar,Punjab,31.3256,75.5792,2024,January,0.0343,-0.0799,-0.0232,242,13.91
Bhubaneshwar,Odisha,20.295,85.825,2024,January,0.1631,-0.0794,-0.2088,47,26.84
Bhayandar,Mahārāshtra,19.3,72.85,2024,January,0.2292,0.125,-0.262,9,30.63
Thiruvananthapuram,Kerala,8.4875,76.9525,2024,January,0.065,0.0746,-0.1244,15,34.42
Dispur,Assam,26.15,91.77,2024,January,0.1884,-0.0947,-0.146,116,21.24
Durgapur,West Bengal,23.55,87.32,2024,January,0.1744,0.0214,-0.1571,90,21.04
Bhiwandi,Mahārāshtra,19.3,73.0667,2024,January,0.0688,-0.0663,-0.1593,25,33.45
Shiliguri,West Bengal,26.72,88.42,2024,January,0.1403,0.0697,-0.1636,119,22.17
Avadi,Tamil Nādu,13.1147,80.1098,2024,January,0.2554,-0.0184,-0.2253,32,29.4
Salem,Tamil Nādu,11.65,78.1667,2024,January,0.0695,0.1042,-0.1797,285,31.42
Jui,Uttarākhand,29.67,78.9098,2024,January,0.7975,-0.1659,-0.7178,890,15.39
Amaldu,Uttarākhand,29.9333,78.5333,2024,January,0.3759,0.1191,-0.482,1406,14.62
Kimsar,Jammu and Kashmīr,34.5,74.5333,2024,January,0.6997,-0.4136,-0.6656,3058,3.21
Sinduri,Himāchal Pradesh,30.7167,77.15,2024,January,0.3291,0.1068,-0.4117,943,16.53
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2024,January,0.0396,0.0163,-0.048,84,20.65
Guntur,Andhra Pradesh,16.3,80.45,2024,January,0.154,0.0434,-0.1456,34,30.67
Karaikandi,Assam,24.8309,92.6143,2024,January,0.4828,-0.2115,-0.4393,20,21.3
Mumbai,Mahārāshtra,19.0758,72.8775,2024,February,0.0632,0.0561,-0.1252,5,35.05
Kolkata,West Bengal,22.5675,88.37,2024,February,0.0635,0.0315,-0.1318,6,29.21
Delhi,Delhi,28.66,77.23,2024,February,0.104,0.0284,-0.1133,219,22.46
Chennai,Tamil Nādu,13.0825,80.275,2024,February,0.0929,0.2133,-0.0885,9,33.42
Bangalore,Karnātaka,12.9791,77.5913,2024,February,0.3055,-0.0504,-0.3492,924,30.99
Ahmedabad,Gujarāt,23.0219,72.5797,2024,February,0.2575,-0.0179,-0.3048,52,29.38
Pune,Mahārāshtra,18.5211,73.8553,2024,February,0.2955,-0.0174,-0.3059,554,31.94
Hyderabad,Telangāna,17.3617,78.4747,2024,February,0.1079,0.1969,-0.2284,508,32.62
Surat,Gujarāt,21.205,72.84,2024,February,0.1479,0.0517,-0.2034,14,32.65
Prayagraj,Uttar Pradesh,25.45,81.85,2024,February,0.3105,-0.0365,-0.2951,95,23.35
Kanpur,Gujarāt,24.285,72.6933,2024,February,0.4427,-0.0626,-0.4672,335,27.85
Kanpur,Uttar Pradesh,26.4725,80.3311,2024,February,0.1178,0.0437,-0.1786,132,23.93
Belahi,Bihār,25.7167,86.4,2024,February,0.3017,-0.0156,-0.2795,41,21.82
Vadodara,Gujarāt,22.3,73.2,2024,February,0.1856,0.0266,-0.21,38,31.04
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2024,February,0.0977,0.063,-0.1562,318,34.17
Lucknow,Uttar Pradesh,26.847,80.947,2024,February,0.0899,0.0933,-0.1457,115,23.88
Kannankulam,Kerala,10.4799,76.1131,2024,February,0.4411,-0.1497,-0.413,13,31.58
Mahuakheraganj,Uttarākhand,29.13,78.95,2024,February,0.3703,-0.1413,-0.3832,222,19.26
Nagla,Uttarākhand,29.01,79.51,2024,February,0.5417,-0.3273,-0.4377,227,20.77
Jaipur,Rājasthān,26.915,75.82,2024,February,0.5263,-0.1234,-0.5548,441,24.46
Kottarassheri,Kerala,10.6167,76.5333,2024,February,0.2624,0.1625,-0.3704,147,30.79
Attadappa,Kerala,11.85,75.4167,2024,February,0.7705,-0.3087,-0.6899,37,32.28
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2024,February,0.6782,-0.1525,-0.6274,337,25.85
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2024,February,0.2538,0.061,-0.3212,305,27.79
Nagpur,Mahārāshtra,21.1497,79.0806,2024,February,0.2373,-0.0476,-0.2854,318,29.88
Guwahati,Assam,26.1806,91.7502,2024,February,-0.0674,-0.021,0.111,57,23.56
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2024,February,0.128,-0.1025,-0.1131,211,22.65
Coimbatore,Tamil Nādu,11.0008,76.9633,2024,February,0.3156,0.0207,-0.3175,417,32.84
Patna,Bihār,25.61,85.1414,2024,February,0.0838,0.1743,-0.1328,63,24.04
Rajkot,Gujarāt,22.2969,70.7984,2024,February,0.072,0.2454,-0.1123,134,30.87
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2024,February,0.1877,0.1137,-0.2809,12,31.11
Indore,Madhya Pradesh,22.7186,75.855,2024,February,0.0657,0.1782,-0.1865,553,28.7
Abhepur,Punjab,30.6667,76.8333,2024,February,0.0941,0.003,-0.1446,311,20.76
Gumanwala,Uttarākhand,29.9333,77.9,2024,February,0.6891,-0.3169,-0.6467,277,18.92
Thane,Mahārāshtra,19.18,72.9633,2024,February,0.3371,-0.052,-0.378,14,32.74
Bhopal,Madhya Pradesh,23.25,77.4167,2024,February,0.0943,0.1181,-0.13,512,25.84
Agra,Uttar Pradesh,27.18,78.02,2024,February,0.2704,0.1113,-0.3865,184,22.45
Peyanvilai,Tamil Nādu,8.5674,78.1046,2024,February,0.2262,0.0429,-0.2669,8,29.52
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2024,February,0.5284,-0.1122,-0.5122,584,32.95
Harbatpur,Uttarākhand,30.45,77.73,2024,February,0.1511,-0.2424,-0.115,445,18.6
Saundhonwali,Uttarākhand,30.3331,77.9608,2024,February,-0.0092,-0.1065,0.0047,612,19.54
Ludhiana,Punjab,30.9083,75.8486,2024,February,0.2592,-0.0345,-0.2755,243,20.69
Meerut,Uttar Pradesh,28.98,77.7064,2024,February,0.1085,0.0522,-0.1756,228,21.97
Madurai,Tamil Nādu,9.9197,78.1194,2024,February,0.1359,0.2471,-0.3089,141,34.06
Nasik,Mahārāshtra,20.0,73.7833,2024,February,0.1081,0.102,-0.1869,588,31.2
Faridabad,Haryāna,28.4167,77.3,2024,February,0.2015,0.0635,-0.2228,208,22.9
Madarpur,Bihār,26.227,84.6746,2024,February,0.1319,0.0099,-0.147,69,22.22
Najafgarh,Delhi,28.6125,76.9847,2024,February,0.1008,0.048,-0.1629,220,22.2
Jabalpur,Madhya Pradesh,23.1667,79.9333,2024,February,0.1471,0.1025,-0.1834,399,27.2
Madanpur,Uttarākhand,29.326,79.1537,2024,February,0.6248,-0.1948,-0.6105,315,20.39
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2024,February,0.4385,0.0461,-0.4876,383,20.73
Kalyan,Mahārāshtra,19.25,73.15,2024,February,0.1843,0.1273,-0.2236,10,33.57
Asansol,West Bengal,23.6833,86.9667,2024,February,0.1736,0.1365,-0.2238,125,26.18
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2024,February,0.2836,-0.0927,-0.2276,27,30.15
Vasai-Virar,Mahārāshtra,19.47,72.8,2024,February,0.1153,0.1498,-0.1516,0,33.58
Varanasi,Uttar Pradesh,25.3189,83.0128,2024,February,-0.1434,0.1303,0.0519,78,23.02
Kalleli,Kerala,9.2,76.8833,2024,February,0.8076,-0.24,-0.6733,133,32.04
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2024,February,0.0954,0.1201,-0.1057,1595,11.23
Aurangabad,Mahārāshtra,19.88,75.32,2024,February,0.3012,-0.011,-0.3466,564,31.91
Dhanbad,Jhārkhand,23.7928,86.435,2024,February,0.2785,0.0734,-0.3023,245,26.72
Amritsar,Punjab,31.6269,74.877,2024,February,0.0865,-0.0403,-0.1694,234,20.21
Haora,West Bengal,22.58,88.3294,2024,February,0.1781,0.0948,-0.2839,12,26.8
Ranchi,Jhārkhand,23.3556,85.3347,2024,February,0.3421,0.0324,-0.3384,643,25.44
Gwalior,Madhya Pradesh,26.2125,78.1775,2024,February,0.1034,0.0941,-0.2114,215,25.22
Jodhpur,Rājasthān,26.2944,73.0278,2024,February,0.1827,0.047,-0.2374,251,26.53
Chandigarh,Chandīgarh,30.7364,76.7883,2024,February,0.4217,-0.0931,-0.4178,349,20.54
Raipur,Chhattīsgarh,21.2379,81.6337,2024,February,0.1048,0.0799,-0.1603,309,30.44
Warangal,Telangāna,17.9756,79.6011,2024,February,0.0632,0.1165,-0.1488,269,30.91
Kota,Rājasthān,25.18,75.83,2024,February,0.1077,-0.0114,-0.1327,230,25.28
Bareilly,Uttar Pradesh,28.364,79.415,2024,February,0.0392,0.1338,-0.082,180,21.84
Solapur,Mahārāshtra,17.6703,75.9011,2024,February,0.1642,0.0406,-0.2226,474,34.11
Hubli,Karnātaka,15.3108,75.0925,2024,February,0.1828,0.0976,-0.2705,618,35.57
Mysore,Karnātaka,12.3086,76.6531,2024,February,0.0814,0.164,-0.1566,747,32.38
Trichinopoly,Tamil Nādu,10.8269,78.6928,2024,February,0.2435,0.0315,-0.2855,74,33.34
Moradabad,Uttar Pradesh,28.8389,78.7769,2024,February,0.1129,0.0998,-0.1349,205,20.96
Tiruppur,Tamil Nādu,11.1075,77.3398,2024,February,0.2257,0.033,-0.2068,305,34.05
Jamnagar,Gujarāt,22.47,70.07,2024,February,0.232,0.12,-0.2799,21,30.75
Gurgaon,Haryāna,28.4667,77.0333,2024,February,0.1608,-0.0698,-0.1977,224,21.84
Aligarh,Uttar Pradesh,27.88,78.08,2024,February,0.1582,-0.0328,-0.1924,190,22.28
Jalandhar,Punjab,31.3256,75.5792,2024,February,0.1589,-0.0115,-0.2111,242,19.99
Bhubaneshwar,Odisha,20.295,85.825,2024,February,0.119,0.0069,-0.1703,47,31.08
Bhayandar,Mahārāshtra,19.3,72.85,2024,February,0.1865,0.1406,-0.2307,9,33.01
Narela,Delhi,28.85,77.1,2024,February,0.2038,0.0591,-0.2873,212,20.33
Shishgarh,Uttar Pradesh,28.72,79.32,2024,February,0.861,-0.4929,-0.7782,181,19.5
Thiruvananthapuram,Kerala,8.4875,76.9525,2024,February,0.0568,0.0583,-0.0792,15,35.45
Dispur,Assam,26.15,91.77,2024,February,-0.0306,0.0408,0.0391,116,24.76
Durgapur,West Bengal,23.55,87.32,2024,February,0.269,0.0604,-0.3206,90,26.41
Bhiwandi,Mahārāshtra,19.3,73.0667,2024,February,0.0651,-0.058,-0.1548,25,36.59
Saharanpur,Uttar Pradesh,29.964,77.546,2024,February,0.0897,0.0497,-0.1486,280,21.64
Shiliguri,West Bengal,26.72,88.42,2024,February,0.1553,-0.0534,-0.1215,119,27.15
Avadi,Tamil Nādu,13.1147,80.1098,2024,February,0.2201,0.0642,-0.2064,32,32.04
Salem,Tamil Nādu,11.65,78.1667,2024,February,-0.0035,0.0545,-0.023,285,34.63
Jui,Uttarākhand,29.67,78.9098,2024,February,0.5891,-0.0869,-0.5659,890,17.65
Amaldu,Uttarākhand,29.9333,78.5333,2024,February,0.3187,0.1463,-0.4196,1406,16.32
Kimsar,Jammu and Kashmīr,34.5,74.5333,2024,February,0.1679,-0.6891,-0.1225,3058,-6.12
Sinduri,Himāchal Pradesh,30.7167,77.15,2024,February,0.336,0.107,-0.4252,943,17.69
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2024,February,0.0707,-0.0319,-0.0799,84,23.89
Guntur,Andhra Pradesh,16.3,80.45,2024,February,-0.0334,-0.0376,0.0558,34,33.16
Karaikandi,Assam,24.8309,92.6143,2024,February,0.0654,-0.1151,-0.0129,20,23.45
Mumbai,Mahārāshtra,19.0758,72.8775,2024,March,0.0527,0.0626,-0.1159,5,38.02
Kolkata,West Bengal,22.5675,88.37,2024,March,0.0641,0.0373,-0.1259,6,34.5
Delhi,Delhi,28.66,77.23,2024,March,0.1936,0.0587,-0.2924,219,30.34
Chennai,Tamil Nādu,13.0825,80.275,2024,March,0.0724,0.2543,-0.106,9,35.02
Bangalore,Karnātaka,12.9791,77.5913,2024,March,0.3376,-0.0593,-0.3815,924,34.42
Ahmedabad,Gujarāt,23.0219,72.5797,2024,March,0.3526,-0.0882,-0.395,52,34.59
Pune,Mahārāshtra,18.5211,73.8553,2024,March,0.3351,-0.0334,-0.3574,554,36.39
Hyderabad,Telangāna,17.3617,78.4747,2024,March,0.1003,0.1578,-0.2249,508,35.64
Surat,Gujarāt,21.205,72.84,2024,March,0.1403,0.0555,-0.2155,14,36.64
Prayagraj,Uttar Pradesh,25.45,81.85,2024,March,0.3203,0.053,-0.3444,95,32.38
Kanpur,Gujarāt,24.285,72.6933,2024,March,0.4546,-0.0672,-0.4915,335,35.44
Kanpur,Uttar Pradesh,26.4725,80.3311,2024,March,0.1238,0.0487,-0.1953,132,32.0
Belahi,Bihār,25.7167,86.4,2024,March,0.5382,-0.1568,-0.5012,41,27.12
Vadodara,Gujarāt,22.3,73.2,2024,March,0.2631,0.0166,-0.302,38,36.2
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2024,March,0.0928,0.1024,-0.1743,318,37.92
Lucknow,Uttar Pradesh,26.847,80.947,2024,March,0.1025,0.099,-0.1656,115,31.98
Kannankulam,Kerala,10.4799,76.1131,2024,March,0.4024,-0.1406,-0.3831,13,32.04
Mahuakheraganj,Uttarākhand,29.13,78.95,2024,March,0.3145,-0.1894,-0.3167,222,26.75
Nagla,Uttarākhand,29.01,79.51,2024,March,0.6507,-0.2879,-0.6293,227,26.21
Jaipur,Rājasthān,26.915,75.82,2024,March,0.4359,-0.046,-0.4952,441,32.71
Kottarassheri,Kerala,10.6167,76.5333,2024,March,0.2374,0.1506,-0.3662,147,33.8
Attadappa,Kerala,11.85,75.4167,2024,March,0.7086,-0.2625,-0.6361,37,32.55
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2024,March,0.6963,-0.1679,-0.6518,337,33.88
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2024,March,0.2169,0.093,-0.2665,305,32.71
Nagpur,Mahārāshtra,21.1497,79.0806,2024,March,0.3011,-0.0747,-0.358,318,35.27
Guwahati,Assam,26.1806,91.7502,2024,March,0.0532,0.1288,-0.1016,57,27.23
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2024,March,0.1905,0.0414,-0.2415,211,31.16
Coimbatore,Tamil Nādu,11.0008,76.9633,2024,March,0.292,0.0468,-0.3133,417,36.21
Patna,Bihār,25.61,85.1414,2024,March,0.1399,0.148,-0.2035,63,31.14
Rajkot,Gujarāt,22.2969,70.7984,2024,March,0.0311,0.1714,-0.091,134,35.01
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2024,March,0.1981,0.1255,-0.2642,12,33.96
Indore,Madhya Pradesh,22.7186,75.855,2024,March,0.0716,0.1723,-0.1982,553,35.82
Abhepur,Punjab,30.6667,76.8333,2024,March,0.2026,0.0205,-0.2812,311,28.88
Gumanwala,Uttarākhand,29.9333,77.9,2024,March,0.7394,-0.3306,-0.667,277,26.54
Thane,Mahārāshtra,19.18,72.9633,2024,March,0.4242,-0.1451,-0.4545,14,35.88
Bhopal,Madhya Pradesh,23.25,77.4167,2024,March,0.0894,0.1175,-0.149,512,32.33
Agra,Uttar Pradesh,27.18,78.02,2024,March,0.1861,0.1422,-0.3236,184,30.7
Peyanvilai,Tamil Nādu,8.5674,78.1046,2024,March,0.2474,0.0604,-0.3244,8,31.57
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2024,March,0.7825,-0.3374,-0.7366,584,37.67
Harbatpur,Uttarākhand,30.45,77.73,2024,March,0.229,0.1195,-0.3112,445,26.18
Saundhonwali,Uttarākhand,30.3331,77.9608,2024,March,0.0482,0.0422,-0.1248,612,27.5
Ludhiana,Punjab,30.9083,75.8486,2024,March,0.3427,-0.0354,-0.3774,243,29.81
Meerut,Uttar Pradesh,28.98,77.7064,2024,March,0.1077,0.0797,-0.1869,228,31.14
Madurai,Tamil Nādu,9.9197,78.1194,2024,March,0.1269,0.2669,-0.3013,141,37.99
Nasik,Mahārāshtra,20.0,73.7833,2024,March,0.1067,0.1064,-0.1802,588,36.91
Faridabad,Haryāna,28.4167,77.3,2024,March,0.2563,0.047,-0.2929,208,31.22
Madarpur,Bihār,26.227,84.6746,2024,March,0.1492,0.0705,-0.2126,69,29.37
Najafgarh,Delhi,28.6125,76.9847,2024,March,0.0776,0.0683,-0.1596,220,31.35
Jabalpur,Madhya Pradesh,23.1667,79.9333,2024,March,0.1351,0.1237,-0.2355,399,34.42
Madanpur,Uttarākhand,29.326,79.1537,2024,March,0.569,-0.1992,-0.5466,315,27.09
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2024,March,0.2059,-0.0654,-0.1765,383,28.93
Kalyan,Mahārāshtra,19.25,73.15,2024,March,0.2158,0.0897,-0.262,10,37.0
Asansol,West Bengal,23.6833,86.9667,2024,March,0.1531,0.1429,-0.194,125,32.82
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2024,March,0.2658,-0.0372,-0.2434,27,31.21
Vasai-Virar,Mahārāshtra,19.47,72.8,2024,March,0.1317,0.2675,-0.208,0,36.81
Varanasi,Uttar Pradesh,25.3189,83.0128,2024,March,0.1819,0.0356,-0.2667,78,31.2
Kalleli,Kerala,9.2,76.8833,2024,March,0.8664,-0.3265,-0.757,133,33.27
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2024,March,0.1055,0.1161,-0.1344,1595,22.18
Aurangabad,Mahārāshtra,19.88,75.32,2024,March,0.273,-0.0105,-0.3186,564,37.87
Dhanbad,Jhārkhand,23.7928,86.435,2024,March,0.3592,0.0053,-0.3747,245,32.33
Amritsar,Punjab,31.6269,74.877,2024,March,0.0879,-0.0048,-0.1507,234,29.33
Haora,West Bengal,22.58,88.3294,2024,March,0.1557,0.1408,-0.2209,12,32.22
Ranchi,Jhārkhand,23.3556,85.3347,2024,March,0.3799,0.0325,-0.4117,643,31.48
Gwalior,Madhya Pradesh,26.2125,78.1775,2024,March,0.0603,0.0963,-0.1691,215,31.24
Jodhpur,Rājasthān,26.2944,73.0278,2024,March,0.1533,0.0599,-0.2112,251,34.07
Chandigarh,Chandīgarh,30.7364,76.7883,2024,March,0.4097,-0.0613,-0.4151,349,27.77
Raipur,Chhattīsgarh,21.2379,81.6337,2024,March,0.0939,0.0764,-0.1478,309,34.52
Warangal,Telangāna,17.9756,79.6011,2024,March,0.1064,0.1429,-0.1553,269,34.11
Kota,Rājasthān,25.18,75.83,2024,March,0.1354,0.0374,-0.1639,230,32.87
Bareilly,Uttar Pradesh,28.364,79.415,2024,March,0.0594,0.1134,-0.1087,180,30.42
Solapur,Mahārāshtra,17.6703,75.9011,2024,March,0.2195,0.0361,-0.2697,474,39.07
Hubli,Karnātaka,15.3108,75.0925,2024,March,0.1765,0.1122,-0.2733,618,38.48
Mysore,Karnātaka,12.3086,76.6531,2024,March,0.0577,0.1737,-0.1306,747,36.06
Trichinopoly,Tamil Nādu,10.8269,78.6928,2024,March,0.2293,0.0362,-0.2844,74,36.6
Moradabad,Uttar Pradesh,28.8389,78.7769,2024,March,0.0379,0.0056,-0.045,205,30.99
Tiruppur,Tamil Nādu,11.1075,77.3398,2024,March,0.3375,-0.0136,-0.3551,305,37.49
Jamnagar,Gujarāt,22.47,70.07,2024,March,0.1947,0.0674,-0.2513,21,35.1
Gurgaon,Haryāna,28.4667,77.0333,2024,March,0.1609,-0.0104,-0.2316,224,30.58
Aligarh,Uttar Pradesh,27.88,78.08,2024,March,0.2117,-0.0703,-0.2685,190,31.7
Jalandhar,Punjab,31.3256,75.5792,2024,March,-0.0198,-0.0039,0.01,242,30.11
Bhubaneshwar,Odisha,20.295,85.825,2024,March,0.1302,-0.0017,-0.1893,47,33.77
Bhayandar,Mahārāshtra,19.3,72.85,2024,March,0.1364,0.13,-0.2149,9,35.9
Narela,Delhi,28.85,77.1,2024,March,0.2404,0.0282,-0.3312,212,29.3
Shishgarh,Uttar Pradesh,28.72,79.32,2024,March,0.6864,-0.3997,-0.5848,181,26.65
Thiruvananthapuram,Kerala,8.4875,76.9525,2024,March,0.0562,-0.0201,-0.0563,15,35.76
Dispur,Assam,26.15,91.77,2024,March,0.3121,0.0938,-0.3375,116,27.87
