city,lat,lng,ndvi,ndbi,albedo,humidity,population_density,building_density,elevation_m,rainfall_mm,aqi,green_cover_pct,water_body_pct,wind_speed,month,hour_of_day,lst
Delhi,28.6155151980459,77.22151128577913,0.1359,0.8431,0.2189,70.8,19684.0,0.7741,209.3,864.6,263.0,14.5,2.8,8.6,1,10.9,40.4
Delhi,28.6355564690611,77.20776773232411,0.0838,0.7762,0.2031,55.1,29575.7,0.716,193.1,755.5,277.0,12.9,2.1,9.6,4,11.5,33.47
Delhi,28.592098602540887,77.23847991262681,0.1485,0.689,0.2372,43.0,24250.5,0.7685,240.6,887.1,288.0,7.0,1.8,7.6,8,16.4,37.37
Delhi,28.617025742119214,77.17837397697365,0.01,0.6179,0.2069,62.8,23897.4,0.7227,215.3,796.8,247.0,16.9,3.0,8.2,1,11.6,38.09
Delhi,28.623671139213908,77.23864816410592,0.2608,0.7607,0.146,59.0,22728.0,0.8947,236.7,705.0,301.0,16.2,2.7,7.9,1,11.6,40.85
Delhi,28.59698259169248,77.2174641608204,0.279,0.7459,0.2567,52.8,23014.7,0.7185,208.1,834.1,308.0,21.7,2.2,6.4,6,12.4,31.7
Delhi,28.637430635165163,77.18584693282247,0.0739,0.7511,0.1656,65.7,21099.7,0.8742,227.4,798.7,320.0,15.2,4.7,7.7,3,11.8,36.02
Delhi,28.612290110066052,77.197960721212,0.2652,0.6377,0.1261,66.7,21690.8,0.8333,205.2,896.4,237.0,7.6,3.5,2.2,2,14.8,36.4
Delhi,28.5824726371598,77.2128126083837,0.2599,0.576,0.1885,46.1,23472.9,0.8091,214.7,845.4,245.0,15.7,1.7,4.9,6,12.5,31.13
Delhi,28.613341666452353,77.21991444315456,0.1478,0.8167,0.2101,67.0,20802.0,0.7643,247.2,819.9,290.0,15.4,2.5,8.1,9,8.3,37.59
Delhi,28.61995085035031,77.19492298134692,0.1702,0.6533,0.1737,59.9,19845.0,0.7856,218.1,824.2,274.0,15.6,0.6,16.1,1,13.2,36.77
Delhi,28.621489097548007,77.22385530116557,0.1503,0.6925,0.1551,78.2,25414.6,0.7065,215.2,808.8,283.0,12.6,2.0,9.4,7,14.9,33.21
Delhi,28.634535602199676,77.20674916619451,0.1233,0.7159,0.1918,77.3,23883.2,0.889,222.8,782.4,304.0,15.9,1.3,10.2,9,13.9,38.89
Delhi,28.598164896161443,77.20904173556383,0.0792,0.795,0.2271,69.6,14128.2,0.854,249.2,863.7,220.0,17.8,2.3,8.2,6,13.4,33.65
Delhi,28.619781267945513,77.20616654968323,0.1844,0.7926,0.1644,55.8,17575.6,0.6862,237.7,687.6,341.0,14.4,2.8,10.2,5,17.9,30.46
Delhi,28.619822386166117,77.20028147240376,0.2093,0.6485,0.252,58.4,22428.4,0.8346,203.6,806.8,259.0,17.1,1.5,8.9,2,14.7,35.26
Delhi,28.603956486236736,77.187960920923,0.0602,0.7484,0.1796,60.7,23092.1,0.8729,217.9,771.2,281.0,13.9,2.3,8.8,1,10.3,40.01
Delhi,28.602876343782835,77.20368838537829,0.1593,0.7684,0.2065,50.0,25405.5,0.7489,243.3,747.3,284.0,9.6,4.1,5.7,10,18.2,40.18
Delhi,28.58428793827496,77.22463913253455,0.1388,0.6596,0.1558,50.5,16897.7,0.8335,207.8,806.8,266.0,9.9,3.6,11.1,1,14.4,37.94
Delhi,28.626402934424135,77.17909396536143,0.2228,0.8249,0.167,54.3,19873.3,0.7196,206.3,723.6,279.0,9.6,2.5,4.9,4,11.4,34.61
Delhi,28.61965417956182,77.19530201641328,0.0673,0.6343,0.1799,57.0,25667.3,0.6693,235.7,838.7,269.0,8.3,3.3,8.0,3,14.1,34.34
Delhi,28.610316788782,77.2103077960631,0.1855,0.7703,0.1829,66.5,19204.1,0.7995,208.1,818.7,292.0,14.0,1.4,6.5,3,12.2,34.96
Delhi,28.617803983375516,77.20357921349228,0.1386,0.7724,0.196,51.4,28948.7,0.907,216.4,648.9,302.0,4.7,3.5,11.5,11,15.1,45.16
Delhi,28.612992192165407,77.1932245766785,0.1474,0.685,0.1834,78.2,22689.8,0.8307,186.5,783.9,251.0,13.1,2.5,8.5,9,11.6,38.93
Delhi,28.605445264588607,77.20283603265551,0.1841,0.6039,0.1577,31.2,23369.2,0.8033,204.1,829.4,244.0,9.0,2.6,7.0,4,14.5,33.15
Delhi,28.598009216842865,77.21470537795577,0.2442,0.7553,0.148,87.4,27584.5,0.7378,204.9,761.4,264.0,15.2,2.6,10.9,9,10.9,37.67
Delhi,28.611522056404596,77.20859043190735,0.2207,0.7689,0.1601,33.7,20014.9,0.8102,193.8,808.0,278.0,14.0,2.4,6.3,6,6.5,32.16
Delhi,28.603243211752478,77.20872476468644,0.1507,0.7557,0.2185,60.6,26240.5,0.8057,223.4,790.0,290.0,12.6,2.6,8.3,4,10.2,33.54
Delhi,28.599186238355596,77.18908122892469,0.2008,0.7715,0.1579,68.4,17437.6,0.789,217.3,900.3,272.0,12.4,2.5,7.6,8,16.9,36.32
Delhi,28.6042472265443,77.22291760192122,0.2203,0.7964,0.2055,64.6,19173.6,0.6934,238.5,777.6,271.0,16.4,2.7,9.9,3,9.9,33.68
Delhi,28.64454476788027,77.19081314081727,0.1037,0.7226,0.2093,60.9,23652.9,0.7316,219.0,848.6,221.0,8.5,2.0,9.5,8,12.9,36.98
Delhi,28.614357182753984,77.18662095780293,0.243,0.6676,0.2228,73.9,25747.9,0.8323,200.4,827.2,287.0,12.2,2.2,8.5,7,16.4,32.4
Delhi,28.60458732171076,77.21408297735577,0.0467,0.7718,0.2101,65.3,23172.2,0.8496,219.1,725.4,272.0,16.4,2.5,10.1,8,10.1,36.75
Delhi,28.62473572036742,77.20340750271863,0.3055,0.7454,0.1384,70.4,26978.6,0.7457,214.0,797.9,257.0,14.2,2.2,9.8,9,15.5,36.51
Delhi,28.624913913757652,77.19409932691624,0.1092,0.798,0.202,52.1,20768.2,0.7596,209.8,710.3,233.0,12.2,3.2,7.4,5,12.1,33.99
Delhi,28.61187135656552,77.2162008937013,0.2519,0.6797,0.2093,66.5,27441.2,0.8569,206.3,853.9,296.0,3.2,2.9,7.7,8,17.9,34.6
Delhi,28.624923402552117,77.20024881466198,0.2381,0.7768,0.1495,51.4,21944.6,0.9313,224.2,740.4,286.0,7.7,2.9,12.9,11,8.9,42.74
Delhi,28.58485221898238,77.2017969643878,0.01,0.6685,0.1858,58.9,20252.6,0.7941,211.9,737.0,277.0,14.7,1.5,6.4,5,9.1,31.9
Delhi,28.597244007240562,77.21750583276082,0.1405,0.7191,0.1839,65.7,15154.0,0.7188,219.7,802.2,297.0,12.4,2.2,7.2,9,15.1,37.87
Delhi,28.607371935070745,77.19256981654215,0.0993,0.6809,0.2373,78.0,19838.2,0.8091,216.5,767.5,241.0,16.7,2.5,14.2,8,9.2,33.74
Delhi,28.59960007087612,77.21084005473992,0.2128,0.7782,0.0976,47.3,24671.3,0.9176,216.3,753.3,273.0,16.5,1.8,6.7,6,12.3,34.82
Delhi,28.601849543059096,77.17705034686625,0.2069,0.666,0.1629,71.4,22541.3,0.8262,221.5,892.3,254.0,12.5,1.3,6.4,8,17.9,33.82
Delhi,28.626407110087392,77.2025836646943,0.1373,0.602,0.1873,59.1,27665.0,0.8616,224.1,842.9,273.0,8.2,2.4,11.2,11,16.9,40.27
Delhi,28.600971194329762,77.21445318911032,0.1937,0.7139,0.169,62.7,24465.7,0.8497,206.6,817.4,263.0,8.7,2.3,6.4,3,20.0,32.73
Delhi,28.58207217651487,77.19988267019359,0.3747,0.7574,0.1917,57.7,20786.3,0.8068,211.6,807.1,313.0,8.9,3.2,12.0,5,16.6,30.18
Delhi,28.606744964301306,77.2189967547507,0.1885,0.6154,0.186,50.9,28754.3,0.8011,222.3,823.8,245.0,18.4,1.0,10.7,2,13.4,35.42
Delhi,28.624754158808432,77.21901191172459,0.1206,0.797,0.1411,52.5,24292.2,0.7522,227.7,879.6,305.0,5.9,2.4,11.3,1,14.1,40.53
Delhi,28.62655121464094,77.21642819429687,0.206,0.6194,0.1303,51.1,16919.3,0.7696,200.8,791.1,316.0,11.9,2.1,9.7,2,15.6,35.24
Delhi,28.63681585429286,77.20364346445288,0.3346,0.7567,0.2585,61.6,30553.2,0.7605,211.8,789.8,272.0,12.4,1.8,10.8,7,16.0,32.35
Delhi,28.586440506547156,77.21666803899288,0.1721,0.7091,0.1828,66.0,18492.2,0.8004,230.6,827.1,283.0,15.3,0.1,10.4,6,15.4,31.66
Delhi,28.6106675269652,77.22109846265022,0.1538,0.6971,0.1776,61.5,24514.5,0.8623,203.8,820.3,298.0,9.9,2.1,4.4,10,17.1,41.63
Delhi,28.611192653166025,77.19731272522108,0.1634,0.5868,0.1961,45.3,18624.1,0.7419,212.9,797.4,307.0,10.2,2.7,15.6,3,13.6,33.09
Delhi,28.62606055483025,77.21702760206574,0.1899,0.8057,0.1871,84.8,21941.4,0.747,238.2,754.4,287.0,14.6,3.0,5.8,9,12.4,38.04
Delhi,28.59754401383836,77.2301639856962,0.2474,0.7027,0.1491,37.5,19324.0,0.7714,201.2,789.1,280.0,11.4,1.8,9.2,1,17.8,37.88
Delhi,28.605347811810756,77.2182772676918,0.3715,0.7006,0.1692,67.4,25241.3,0.8676,217.8,816.0,329.0,9.4,2.2,10.7,11,13.2,40.02
Delhi,28.631468686839824,77.23278469739329,0.2768,0.7503,0.2099,83.3,19218.9,0.7242,199.6,781.1,316.0,13.8,2.7,4.2,9,15.6,36.01
Delhi,28.64443517478558,77.20941927182866,0.285,0.9189,0.196,47.2,21580.3,0.8127,180.8,817.1,290.0,16.4,3.3,9.0,1,15.3,41.24
Delhi,28.595589949254773,77.20921484887316,0.1714,0.7099,0.1751,62.3,15775.2,0.727,215.4,726.3,279.0,11.9,1.2,5.1,4,14.3,31.7
Delhi,28.604587286026234,77.20647784272123,0.1719,0.7488,0.1253,46.3,17427.1,0.7942,242.0,930.9,295.0,13.7,0.9,7.4,11,13.5,42.22
Delhi,28.60959339961205,77.21027174296967,0.2277,0.6872,0.1368,57.4,23493.6,0.7619,225.5,757.8,254.0,15.5,3.2,7.2,12,11.6,40.68
Delhi,28.629588450732438,77.18727915441939,0.0654,0.7355,0.1896,71.2,20752.0,0.8031,206.0,849.4,275.0,8.3,2.3,9.7,5,12.7,33.95
Delhi,28.61378406166618,77.18823030068958,0.0436,0.8448,0.2063,57.6,27642.1,0.7314,214.4,854.3,335.0,8.3,3.3,9.7,1,10.5,41.72
Delhi,28.628196875680644,77.21669628130147,0.2246,0.5305,0.2033,69.5,22122.7,0.76,232.9,853.9,257.0,13.4,1.5,5.3,8,15.9,33.44
Delhi,28.62579399410729,77.20695328804969,0.0718,0.7316,0.1854,69.0,23448.5,0.8842,205.6,854.7,248.0,18.9,2.9,13.1,7,16.6,33.33
Delhi,28.614247080846475,77.18420621953241,0.1679,0.6743,0.1454,49.4,25685.2,0.7444,213.7,839.0,271.0,14.1,1.1,8.4,2,8.1,35.04
Delhi,28.60346796153018,77.23235647810937,0.1272,0.7576,0.204,77.1,27394.6,0.773,246.8,846.1,210.0,17.9,1.7,6.2,9,16.6,36.24
Delhi,28.611506081572625,77.22317457498083,0.1088,0.6796,0.1808,64.2,18070.6,0.7297,232.9,780.6,257.0,14.4,1.9,11.3,2,14.0,35.33
Delhi,28.64751701853531,77.20284577846044,0.1672,0.6717,0.1923,56.7,19980.4,0.7307,222.2,830.0,268.0,10.2,1.6,9.7,1,14.8,37.81
Delhi,28.62323310716065,77.1919175032333,0.1462,0.72,0.2013,43.6,13023.0,0.7495,197.7,766.5,274.0,10.6,3.5,9.6,5,12.6,32.96
Delhi,28.61837566178902,77.19947639620386,0.2782,0.7618,0.2068,55.2,20463.5,0.7939,210.9,945.0,251.0,15.3,2.7,9.3,11,15.5,40.77
Delhi,28.611024411291545,77.19862573645273,0.1862,0.7625,0.1707,63.9,18407.9,0.876,207.7,695.2,269.0,10.7,2.0,9.3,5,13.5,34.17
Delhi,28.58925216783269,77.20636218393352,0.1369,0.7266,0.2345,56.2,16333.9,0.7956,216.8,807.4,285.0,11.4,3.5,4.7,9,11.9,39.55
Delhi,28.626871170374613,77.22255173554137,0.1914,0.7216,0.1869,42.3,27359.5,0.8719,238.1,816.5,296.0,9.3,3.0,9.4,10,18.0,39.87
Delhi,28.605741922013312,77.22453374931435,0.2644,0.7533,0.175,59.6,23400.3,0.8974,218.5,774.0,290.0,12.7,1.0,8.7,12,13.2,41.43
Delhi,28.61887765794888,77.20264335382828,0.1402,0.7345,0.2098,50.7,30938.3,0.6629,207.5,792.0,273.0,8.1,2.7,9.7,10,10.6,40.88
Delhi,28.602652828892506,77.23128802413277,0.142,0.6831,0.199,62.5,27636.2,0.7209,223.9,789.7,276.0,13.4,2.6,10.1,3,8.1,31.28
Delhi,28.61019461448881,77.20362489771969,0.2916,0.7429,0.1693,56.0,17201.4,0.824,229.2,769.9,265.0,13.0,2.0,8.6,4,12.3,33.59
Delhi,28.63915319748168,77.20109317921877,0.4428,0.6257,0.2593,62.9,21859.6,0.7417,227.7,710.6,229.0,17.3,1.7,10.6,8,11.1,31.31
Delhi,28.620558203453264,77.20916712344574,0.378,0.6681,0.2138,72.6,21036.4,0.8759,209.9,775.3,185.0,13.4,1.2,7.4,8,14.6,33.36
Delhi,28.60561517489634,77.19600369082828,0.1309,0.7982,0.1825,67.3,19782.2,0.7819,221.5,786.2,304.0,5.0,4.2,10.9,3,15.1,35.74
Delhi,28.604937347079627,77.23033554792548,0.0983,0.65,0.2041,65.0,24859.7,0.8148,190.1,756.3,310.0,8.9,1.9,9.9,7,14.9,34.65
Delhi,28.601188554618233,77.21708209317629,0.102,0.8165,0.1626,41.0,22729.2,0.7641,250.5,825.5,274.0,9.1,2.6,12.4,5,11.9,34.67
Delhi,28.62340417310864,77.2103195323158,0.2548,0.7726,0.1777,65.3,25890.0,0.7578,226.1,764.8,292.0,7.9,1.3,11.4,1,16.2,38.99
Delhi,28.61118859265307,77.1797747911086,0.0323,0.5631,0.1853,52.6,23395.5,0.8163,234.7,800.2,356.0,13.1,3.8,2.9,1,12.5,40.85
Delhi,28.616050827010135,77.18235647150652,0.1405,0.5812,0.2187,68.2,18750.2,0.8297,210.1,860.6,295.0,14.3,1.2,11.8,8,14.5,34.37
Delhi,28.595148972661907,77.20061507908177,0.1524,0.6375,0.1764,62.0,23254.8,0.8461,205.1,720.3,271.0,10.1,1.9,9.3,11,14.2,41.0
Delhi,28.60147226845794,77.19905823281809,0.2943,0.6881,0.17,60.9,20171.4,0.6775,196.1,801.6,319.0,10.1,1.8,13.0,7,14.0,31.58
Delhi,28.583808046953465,77.23823006436582,0.2826,0.8406,0.1974,78.2,17935.3,0.7775,205.2,772.9,328.0,12.5,1.6,12.2,9,15.2,38.74
Delhi,28.62161382134027,77.21758086162572,0.0956,0.6609,0.2159,58.3,24400.9,0.8069,221.9,717.4,306.0,15.9,2.1,8.6,6,11.3,31.93
Delhi,28.591033769928185,77.22729255353069,0.237,0.814,0.1512,62.0,22097.5,0.9207,203.5,867.3,287.0,13.1,2.3,12.1,4,12.8,34.3
Delhi,28.586487884689205,77.20817787047623,0.2596,0.753,0.1777,67.6,21213.3,0.83,194.9,774.7,321.0,17.4,1.1,5.9,8,16.1,36.49
Delhi,28.635698909949816,77.18892091300415,0.087,0.776,0.2114,68.0,22349.0,0.829,212.9,861.4,341.0,9.6,1.2,9.5,8,14.4,38.61
Delhi,28.613441447548738,77.1987857338629,0.1798,0.802,0.1399,57.0,20613.5,0.875,238.5,797.0,243.0,13.5,1.0,12.8,12,15.1,41.22
Delhi,28.58900366621783,77.17682795946175,0.3115,0.6544,0.1558,51.8,24365.8,0.7181,218.0,806.9,259.0,13.2,1.5,6.0,3,10.3,32.54
Delhi,28.609197054707415,77.22282702252966,0.2162,0.7553,0.1995,53.8,21696.2,0.8061,217.3,663.8,272.0,9.4,2.4,16.2,10,14.6,40.64
Delhi,28.599075967127348,77.18225942884828,0.01,0.652,0.099,63.7,19132.8,0.8802,174.6,772.0,295.0,13.4,3.5,9.1,7,14.4,34.88
Delhi,28.619617220699816,77.22086604553415,0.3179,0.7036,0.1685,48.3,20160.8,0.7325,202.5,868.9,257.0,12.9,2.3,12.5,10,16.4,37.59
Delhi,28.61038069145064,77.2095735699244,0.2202,0.5502,0.1804,77.1,25890.4,0.7197,217.3,741.5,285.0,9.2,2.0,6.3,8,10.4,34.19
Delhi,28.612409295048106,77.20381910267996,0.2204,0.806,0.195,63.4,25942.8,0.7706,226.9,740.6,287.0,14.0,3.1,10.8,5,8.7,31.25
Delhi,28.605503862896068,77.20609075899337,0.162,0.8122,0.192,53.4,21837.3,0.8509,213.2,755.1,271.0,15.1,2.7,8.9,6,12.2,34.55
Delhi,28.61380218027156,77.21798191584344,0.0389,0.7599,0.1581,45.8,19702.8,0.7731,206.9,664.7,302.0,16.2,2.8,5.9,6,11.0,35.0
Delhi,28.59497526341241,77.23884713656365,0.0552,0.8373,0.2225,92.2,27544.9,0.7122,226.0,741.9,320.0,8.6,1.4,4.7,9,15.0,40.42
Delhi,28.600283657297798,77.23178925885463,0.2508,0.6535,0.1942,71.5,21326.2,0.7304,206.2,731.6,257.0,10.9,1.2,8.8,10,13.6,39.49
Delhi,28.61155239453747,77.22862473746338,0.1754,0.82,0.1045,74.8,24323.0,0.7326,227.0,874.8,281.0,6.4,2.1,11.3,10,14.7,42.13
Delhi,28.61578047973648,77.22642098181147,0.2879,0.6904,0.178,71.4,24161.4,0.7503,217.0,722.9,309.0,14.3,2.1,7.6,7,10.2,31.68
Delhi,28.60788896646219,77.20593067373103,0.179,0.7077,0.1188,61.5,22885.4,0.7806,213.1,794.8,272.0,10.4,2.5,10.0,10,10.6,40.01
Delhi,28.616017539480374,77.22577686467272,0.2527,0.7413,0.2375,71.1,29264.6,0.7533,195.7,763.8,297.0,12.6,2.1,10.1,3,13.0,32.74
Delhi,28.60806256524371,77.21039619808809,0.1805,0.7661,0.2131,53.0,20122.2,0.7949,218.7,800.2,281.0,9.7,2.9,10.2,4,14.6,32.77
Delhi,28.61083293168521,77.23533213547474,0.1548,0.7421,0.2347,63.3,23855.1,0.8149,216.7,830.5,210.0,11.1,2.5,5.9,1,11.4,39.63
Delhi,28.6226325056672,77.21135743524803,0.3024,0.7687,0.1875,81.7,25434.1,0.7155,216.6,950.8,311.0,10.5,1.8,7.2,8,17.7,34.6
